study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB39798	SAMEA7171746	ERX4377238	ERR4436708	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/008/ERR4436708/ERR4436708_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/008/ERR4436708/ERR4436708_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436708/E11-5-6-5V_S3_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436708/E11-5-6-5V_S3_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR443/008/ERR4436708
PRJEB39798	SAMEA7171746	ERX4377238	ERR4436709	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/009/ERR4436709/ERR4436709_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/009/ERR4436709/ERR4436709_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436709/E11-5-6-5V_S3_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436709/E11-5-6-5V_S3_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR443/009/ERR4436709
PRJEB39798	SAMEA7171746	ERX4377238	ERR4436710	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/000/ERR4436710/ERR4436710_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/000/ERR4436710/ERR4436710_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436710/E11-5-6-5V_S3_L003_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436710/E11-5-6-5V_S3_L003_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR443/000/ERR4436710
PRJEB39798	SAMEA7171746	ERX4377238	ERR4436711	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/001/ERR4436711/ERR4436711_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/001/ERR4436711/ERR4436711_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436711/E11-5-6-5V_S3_L004_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436711/E11-5-6-5V_S3_L004_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR443/001/ERR4436711
PRJEB39798	SAMEA7171747	ERX4377239	ERR4436712	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/002/ERR4436712/ERR4436712_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/002/ERR4436712/ERR4436712_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436712/E11-5-9-4D_S6_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436712/E11-5-9-4D_S6_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR443/002/ERR4436712
PRJEB39798	SAMEA7171747	ERX4377239	ERR4436713	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/003/ERR4436713/ERR4436713_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/003/ERR4436713/ERR4436713_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436713/E11-5-9-4D_S6_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436713/E11-5-9-4D_S6_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR443/003/ERR4436713
PRJEB39798	SAMEA7171747	ERX4377239	ERR4436714	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/004/ERR4436714/ERR4436714_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/004/ERR4436714/ERR4436714_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436714/E11-5-9-4D_S6_L003_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436714/E11-5-9-4D_S6_L003_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR443/004/ERR4436714
PRJEB39798	SAMEA7171747	ERX4377239	ERR4436715	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/005/ERR4436715/ERR4436715_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/005/ERR4436715/ERR4436715_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436715/E11-5-9-4D_S6_L004_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436715/E11-5-9-4D_S6_L004_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR443/005/ERR4436715
PRJEB39798	SAMEA7171748	ERX4377240	ERR4436716	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/006/ERR4436716/ERR4436716_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/006/ERR4436716/ERR4436716_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436716/E11-5-9-4V_S5_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436716/E11-5-9-4V_S5_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR443/006/ERR4436716
PRJEB39798	SAMEA7171748	ERX4377240	ERR4436717	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/007/ERR4436717/ERR4436717_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/007/ERR4436717/ERR4436717_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436717/E11-5-9-4V_S5_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436717/E11-5-9-4V_S5_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR443/007/ERR4436717
PRJEB39798	SAMEA7171748	ERX4377240	ERR4436718	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/008/ERR4436718/ERR4436718_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/008/ERR4436718/ERR4436718_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436718/E11-5-9-4V_S5_L003_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436718/E11-5-9-4V_S5_L003_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR443/008/ERR4436718
PRJEB39798	SAMEA7171748	ERX4377240	ERR4436719	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/009/ERR4436719/ERR4436719_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/009/ERR4436719/ERR4436719_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436719/E11-5-9-4V_S5_L004_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436719/E11-5-9-4V_S5_L004_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR443/009/ERR4436719
PRJEB39798	SAMEA7171749	ERX4377241	ERR4436720	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/000/ERR4436720/ERR4436720_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/000/ERR4436720/ERR4436720_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436720/UCLGNS1237-4-3-4D_S10_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436720/UCLGNS1237-4-3-4D_S10_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR443/000/ERR4436720
PRJEB39798	SAMEA7171749	ERX4377241	ERR4436721	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/001/ERR4436721/ERR4436721_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/001/ERR4436721/ERR4436721_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436721/UCLGNS1237-4-3-4D_S10_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436721/UCLGNS1237-4-3-4D_S10_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR443/001/ERR4436721
PRJEB39798	SAMEA7171749	ERX4377241	ERR4436722	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/002/ERR4436722/ERR4436722_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/002/ERR4436722/ERR4436722_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436722/UCLGNS1237-4-3-4D_S10_L003_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436722/UCLGNS1237-4-3-4D_S10_L003_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR443/002/ERR4436722
PRJEB39798	SAMEA7171749	ERX4377241	ERR4436723	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/003/ERR4436723/ERR4436723_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/003/ERR4436723/ERR4436723_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436723/UCLGNS1237-4-3-4D_S10_L004_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436723/UCLGNS1237-4-3-4D_S10_L004_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR443/003/ERR4436723
PRJEB39798	SAMEA7171750	ERX4377242	ERR4436724	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/004/ERR4436724/ERR4436724_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/004/ERR4436724/ERR4436724_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436724/UCLGNS1237-3-3-4V_S9_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436724/UCLGNS1237-3-3-4V_S9_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR443/004/ERR4436724
PRJEB39798	SAMEA7171750	ERX4377242	ERR4436725	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/005/ERR4436725/ERR4436725_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/005/ERR4436725/ERR4436725_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436725/UCLGNS1237-3-3-4V_S9_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436725/UCLGNS1237-3-3-4V_S9_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR443/005/ERR4436725
PRJEB39798	SAMEA7171750	ERX4377242	ERR4436726	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/006/ERR4436726/ERR4436726_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/006/ERR4436726/ERR4436726_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436726/UCLGNS1237-3-3-4V_S9_L003_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436726/UCLGNS1237-3-3-4V_S9_L003_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR443/006/ERR4436726
PRJEB39798	SAMEA7171750	ERX4377242	ERR4436727	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/007/ERR4436727/ERR4436727_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/007/ERR4436727/ERR4436727_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436727/UCLGNS1237-3-3-4V_S9_L004_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436727/UCLGNS1237-3-3-4V_S9_L004_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR443/007/ERR4436727
PRJEB39798	SAMEA7171751	ERX4377243	ERR4436728	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/008/ERR4436728/ERR4436728_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/008/ERR4436728/ERR4436728_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436728/UCLGNS1237-8-4-2D_S14_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436728/UCLGNS1237-8-4-2D_S14_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR443/008/ERR4436728
PRJEB39798	SAMEA7171751	ERX4377243	ERR4436729	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/009/ERR4436729/ERR4436729_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/009/ERR4436729/ERR4436729_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436729/UCLGNS1237-8-4-2D_S14_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436729/UCLGNS1237-8-4-2D_S14_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR443/009/ERR4436729
PRJEB39798	SAMEA7171751	ERX4377243	ERR4436730	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/000/ERR4436730/ERR4436730_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/000/ERR4436730/ERR4436730_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436730/UCLGNS1237-8-4-2D_S14_L003_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436730/UCLGNS1237-8-4-2D_S14_L003_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR443/000/ERR4436730
PRJEB39798	SAMEA7171751	ERX4377243	ERR4436731	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/001/ERR4436731/ERR4436731_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/001/ERR4436731/ERR4436731_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436731/UCLGNS1237-8-4-2D_S14_L004_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436731/UCLGNS1237-8-4-2D_S14_L004_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR443/001/ERR4436731
PRJEB39798	SAMEA7171752	ERX4377244	ERR4436732	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/002/ERR4436732/ERR4436732_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/002/ERR4436732/ERR4436732_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436732/UCLGNS1237-7-4-2V_S13_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436732/UCLGNS1237-7-4-2V_S13_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR443/002/ERR4436732
PRJEB39798	SAMEA7171752	ERX4377244	ERR4436733	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/003/ERR4436733/ERR4436733_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/003/ERR4436733/ERR4436733_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436733/UCLGNS1237-7-4-2V_S13_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436733/UCLGNS1237-7-4-2V_S13_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR443/003/ERR4436733
PRJEB39798	SAMEA7171752	ERX4377244	ERR4436734	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/004/ERR4436734/ERR4436734_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/004/ERR4436734/ERR4436734_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436734/UCLGNS1237-7-4-2V_S13_L003_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436734/UCLGNS1237-7-4-2V_S13_L003_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR443/004/ERR4436734
PRJEB39798	SAMEA7171752	ERX4377244	ERR4436735	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/005/ERR4436735/ERR4436735_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/005/ERR4436735/ERR4436735_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436735/UCLGNS1237-7-4-2V_S13_L004_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436735/UCLGNS1237-7-4-2V_S13_L004_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR443/005/ERR4436735
PRJEB39798	SAMEA7171753	ERX4377245	ERR4436736	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/006/ERR4436736/ERR4436736_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/006/ERR4436736/ERR4436736_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436736/UCLGNS1237-12-6-8D_S18_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436736/UCLGNS1237-12-6-8D_S18_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR443/006/ERR4436736
PRJEB39798	SAMEA7171753	ERX4377245	ERR4436737	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/007/ERR4436737/ERR4436737_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/007/ERR4436737/ERR4436737_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436737/UCLGNS1237-12-6-8D_S18_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436737/UCLGNS1237-12-6-8D_S18_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR443/007/ERR4436737
PRJEB39798	SAMEA7171753	ERX4377245	ERR4436738	10090	Mus musculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/008/ERR4436738/ERR4436738_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR443/008/ERR4436738/ERR4436738_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436738/UCLGNS1237-12-6-8D_S18_L003_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR443/ERR4436738/UCLGNS1237-12-6-8D_S18_L003_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR443/008/ERR4436738
